Code,Description,FirearmType
3488,7MM SHERMAN SHORT(7SS),00
2651,7MM SMITH MAG,00
3522,7MM SST,00
2650,7MM STE,00
1841,7MM STW,00
2652,7MM SUPER MASHBURN MAG,00
3469,7MM TCU,00
2611,7MM TCU,00
2361,7MM TOMBI,00
2654,7MM VENTURAN,00
2657,7MM WADE SUPER,00
1545,7MM WBY MAG,00
2015,7MM WIN SHORT MAG (WSM),00
3476,7MM-.300 WIN MAG,00
1812,7MM-06 IMPROVED,00
1790,7MM-08 REM,00
1552,7MM-08 REM,00
2653,7MM-30 JDJ,00
1907,7MM-300 WBY MAG,00
3593,7MM/.284 WIN,00
3594,7MM/.284 WIN,00
3109,7MM/270 WIN SHORT MAG(WSM),00
2530,7MM/300 WIN SHORT MAG (WSM),00
2179,7X57 (BLANK),00
1764,7X57 MAUSER / 12GA,00
773,7X57 MAUSER / 20GA,00
2617,7X57MM IMP (ACKLEY),00
1514,7X57MM MAUS(7MM MAUS),00
3009,7X57R MAUSER / 12GA,00
2618,7X57R MM MAUSER,00
1833,7X57R MM MAUSER / 16GA,00
3245,7X60 GWAZA,00
1755,7X61MM SHARPE & HART,00
1512,7X64MM BRENNEKE,00
1537,7X65R MM BRENN / 12GA,00
1693,7X65R MM BRENNEKE,00
1594,7X65R MM BRENNEKE/16GA,00
1686,7X65RMM BRENN/5.6X35R/16GA,00
1884,7X66MM VOM HOFE SUP EXP,00
1874,7X72R MM / 16GA,00
2655,7X73MM VOM HOFE BELTED,00
3549,7X75 R / 20GA,00
2656,7X75R MM VOM HOFE SUP EXP,00
2147,7X75RMM VOM HOFE SUP EXP/12GA,00
210,8 GA,00
77,8.15X46R,00
575,8.35MM,00
114,8.4MM,00
2075,8.59 TITAN,00
192,8.5MM,00
585,8.5MM MARS,00
3494,8.5X55 BLASER,00
3543,8.6 BLK,00
837,8.6 MM (8.6 X 70) / 12GA,00
173,8.60MM,00
161,8.6MM (8.6X70),00
537,8.82MM,00
572,8.83MM,00
1824,8GA BLACK POWDER,00
227,8MM,00
2236,8MM (BLANK),00
3540,8MM BUZZ,00
3252,8MM FRENCH ORDNANCE,00
2976,8MM GAS,00
2974,8MM GAS,00
3642,8MM LEBEL,00
417,8MM LEBEL,00
3042,8MM MAUSER,00
521,8MM NAMBU (8X22 NAMBU),00
2311,8MM NAMBU (BLANK),00
2084,8MM REM MAG,00
1801,8MM-06,00
2258,8X33 KURZ,00
3554,8X48R MM SAUER / 12GA,00
3615,8X48R MM SAUER / 16GA,00
3239,8X50R AUST MANN / 12GA,00
1919,8X50R AUSTR MANNLICHER,00
2589,8X50R LEBEL,00
3077,8X50R MANNLICHER,00
2590,8X50R SIAMESE MAUSER,00
3194,8X51MM MAUSER,00
3566,8X52R,00
2669,8X56 KROPATCHEK,00
2668,8X56 MANN-SCHOENAUER,00
1643,8X56R HUNGARIAN MAUSER,00
2180,8X57 (BLANK),00
3189,8X57 IS MAUSER,00
1684,8X57 J MAUSER,00
3126,8X57 J MAUSER / 16GA,00
3171,8X57 JR MAUSER / 12GA,00
3323,8X57 JR MAUSER / 16GA,00
1682,8X57 JRS MAUSER,00
3327,8X57 JRS MAUSER / 12GA,00
1681,8X57 JRS MAUSER / 16GA,00
1683,8X57 JS MAUSER,00
3368,8X57 JS MAUSER,00
3075,8X57 JS MAUSER,00
3582,8X57 JS MAUSER / .22LR,00
3199,8X57 JS MAUSER / 16GA,00
2225,8X57 S MAUSER,00
1651,8X57IR / 16GA,00
1685,8X57R,00
3590,8X57R / 12GA,00
1679,8X57R / 16GA,00
3210,8X58R MM SAUER / 12GA,00
2671,8X60MM J,00
2672,8X60MM JR,00
3659,8X60MM JR / 12GA,00
2673,8X60MM JRS,00
1754,8X60MM S,00
3046,8X60R MM GUEDES,00
2168,8X63 SWEDISH,00
2670,8X64MM J,00
1847,8X64MM S,00
1689,8X68MM S,00
1759,8X68S / 12GA,00
3687,8X72R / 12GA,00
2667,8X75,00
2000,8X75R MM,00
79,9.1MM X40R,00
3663,9.1X17.5MM R (PORTUGUESE),00
2980,9.1X64BR,00
3564,9.3 B&M,00
3502,9.3(.36CAL),00
2046,9.3-03 BG,00
3497,9.3X53 SWISS,00
1853,9.3X57MM MAUSER,00
1700,9.3X57R / 16GA,00
2679,9.3X57R MM,00
1551,9.3X62MM MAUSER,00
328,9.3X62MM MAUSER/16GA,00
1566,9.3X64MM BRENNEKE,00
2018,9.3X66MM(.370) SAKO MAG,00
1673,9.3X72MM,00
2954,9.3X72R,00
3110,9.3X72R / 12GA,00
1964,9.3X72R / 16GA,00
3450,9.3X72R / 20GA,00
1871,9.3X74 REM/5.6X50 REM MAG,00
1548,9.3X74R / 12GA,00
2042,9.3X74R / 16GA,00
1649,9.3X74R / 20GA,00
1803,9.3X74R / 7X65R,00
3598,9.3X74R MM,00
1535,9.3X74R MM,00
489,9.4MM DUTCH,00
2601,9.53 HELLCAT,00
2602,9.53 SATURN,00
473,9.5MM NAGANT,00
1932,9.5X47R,00
1558,9.5X57 MANN SCHOENAUER,00
1737,9.5X60R MAUSER,00
3609,9.5X60RMM TURKISH MAUSER,00
3232,9.5X65MM,00
2480,9.5X72B (.375H&H MAG),00
2603,9.5X73MM MILLER-GREISS,00
500,9.65MM NORMAL (9.2X23R),00
3668,9MM,00
212,9MM (SHOTGUN),00
1891,9MM BAYARD LONG,00
1938,9MM BROWNING LONG,00
3541,9MM BUZZ,00
3257,9MM FLOBERT,00
3501,9MM FLOBERT,00
3108,9MM FLOBERT / 22 LR,00
3510,9MM FLOBERT SHORT,00
3230,9MM FX NON-MARKING,00
3010,9MM GLATT,00
3260,9MM P.A.K (GAS),00
3634,9MM P.A.K (GAS),00
3311,9MM P/.38 SPL/.357 MAG,00
496,9MM PAR (9X19MM),00
590,9MM PAR (9X19MM),00
587,9MM PAR (9X19MM),00
2678,9MM PAR (9X19MM),00
3057,9MM PAR (9X19MM),00
2102,9MM PAR (BLANK),00
2115,9MM PAR (BLANK),00
3373,9MM PAR / 16 GA,00
2028,9MM PINFIRE,00
2025,9MM PINFIRE,00
2003,9MM RIMFIRE,00
3187,9MM RIMFIRE,00
522,9MM SHORT,00
1876,9MM SHORT,00
3168,9MM SHORT,00
2116,9MM SHORT (BLANK),00
1986,9MM STEYR,00
2529,9MM ULTRA,00
1799,9X18MM (9MM MAKAROV),00
1595,9X18MM (9MM MAKAROV),00
594,9X18MM (9MM ULTRA),00
1513,9X21MM,00
3587,9X22MM (BLANK),00
3547,9X23MM LARGO,00
2675,9X23MM LARGO,00
2676,9X23MM STEYR,00
1750,9X23MM WIN,00
1766,9X25MM DILLON,00
3480,9X25MM MAUSER,00
3600,9X39MM,00
1966,9X56 MANN SCHOENAUER,00
3569,9X57 R / 16GA,00
1565,9X57MM MAUSER,00
3112,9X57MM MAUSER / 12GA,00
2955,9X57R MM,00
2677,9X57R MM MAUSER,00
3225,9X57RMM MAUSER / 12GA,00
3200,9X63MM,00
3072,9X72R / 16GA,00
3177,AIR/WIND (.22(5.6MM)),00
2966,AIR/WIND (.25(6.35MM)),00
2961,AIR/WIND (.25(6.35MM)),00
2499,AIR/WIND (.25(6.35MM)),00
3456,AIR/WIND (.30),00
3228,AIR/WIND (.303 (7.7MM)),00
3249,AIR/WIND (.45),00
3242,AIR/WIND (.457),00
2967,AIR/WIND (11.6MM(.45)),00
2962,AIR/WIND (11.6MM(.45)),00
2504,AIR/WIND (11.6MM(.45)),00
2963,AIR/WIND (12.7MM(.50)),00
2968,AIR/WIND (12.7MM(.50)),00
2502,AIR/WIND (12.7MM(.50)),00
3619,AIR/WIND (12.97MM(.51)),00
3032,AIR/WIND (4.5MM(.177)),00
3031,AIR/WIND (4.5MM(.177)),00
3699,AIR/WIND (5.0MM/(.20)),00
166,AIR/WIND (5.5MM (.22)),00
3302,AIR/WIND (5.5MM (.22)),00
3303,AIR/WIND (5.5MM (.22)),00
3268,AIR/WIND (5.5MM),00
2965,AIR/WIND (5.6MM(.22)),00
2960,AIR/WIND (5.6MM(.22)),00
2959,AIR/WIND (5.6MM(.22)),00
2964,AIR/WIND (9MM(.357)),00
2969,AIR/WIND (9MM(.357)),00
2503,AIR/WIND (9MM(.357)),00
3145,BARREL (AIR/WIND - .30),00
3620,BARREL (AIR/WIND - 12.97MM(.51,00
3329,BARREL (BILLET-PISTOL) - .40,00
3332,BARREL (BILLET-PISTOL) - .45,00
3379,BARREL (BILLET-PISTOL) - 8MM,00
3331,BARREL (BILLET-PISTOL) - 9MM,00
3725,BARREL (BILLET-RIFLE) - .177,00
2987,BARREL (BILLET-RIFLE) - .20,00
3333,BARREL (BILLET-RIFLE) - .22,00
3334,BARREL (BILLET-RIFLE) - .222,00
3137,BARREL (BILLET-RIFLE) - .223,00
2990,BARREL (BILLET-RIFLE) - .224,00
2988,BARREL (BILLET-RIFLE) - .22R,00
3079,BARREL (BILLET-RIFLE) - .243,00
3025,BARREL (BILLET-RIFLE) - .257,00
3104,BARREL (BILLET-RIFLE) - .260,00
3078,BARREL (BILLET-RIFLE) - .264,00
3080,BARREL (BILLET-RIFLE) - .270,00
3026,BARREL (BILLET-RIFLE) - .284,00
2991,BARREL (BILLET-RIFLE) - .30,00
3437,BARREL (BILLET-RIFLE) - .303,00
3101,BARREL (BILLET-RIFLE) - .308,00
3495,BARREL (BILLET-RIFLE) - .311,00
3496,BARREL (BILLET-RIFLE) - .323,00
2989,BARREL (BILLET-RIFLE) - .338,00
2993,BARREL (BILLET-RIFLE) - .375,00
3271,BARREL (BILLET-RIFLE) - .40,00
3328,BARREL (BILLET-RIFLE) - .404,00
2994,BARREL (BILLET-RIFLE) - .416,00
3185,BARREL (BILLET-RIFLE) - .423,00
2995,BARREL (BILLET-RIFLE) - .458,00
2992,BARREL (BILLET-RIFLE) - .50,00
2983,BARREL (BILLET-RIFLE) - 6.5MM,00
2982,BARREL (BILLET-RIFLE) - 6MM,00
3166,BARREL (BILLET-RIFLE) - 7.62MM,00
2984,BARREL (BILLET-RIFLE) - 7MM,00
2985,BARREL (BILLET-RIFLE) - 8MM,00
3330,BARREL (BILLET-RIFLE) - 9.3MM,00
2986,BARREL (BILLET-RIFLE) - 9MM,00
3364,BARREL-COMB(.22 LR / .410BR),00
3702,BARREL-COMB(.222 REM /.12 GA),00
3692,BARREL-PISTOL (.38 SUPER COMP),00
2341,BARREL-PISTOL(.22 HORNET ),00
2278,BARREL-PISTOL(.22 LR),00
2162,BARREL-PISTOL(.22),00
3654,BARREL-PISTOL(.221 REM),00
2560,BARREL-PISTOL(.223 REM),00
2401,BARREL-PISTOL(.270 REN),00
2404,BARREL-PISTOL(.30-30 WIN),00
2322,BARREL-PISTOL(.300 WHISPER),00
3505,BARREL-PISTOL(.308 WIN),00
3240,BARREL-PISTOL(.32S&W LO),00
2214,BARREL-PISTOL(.357 MAG),00
3156,BARREL-PISTOL(.357 MAX),00
2400,BARREL-PISTOL(.375 H&H MAG),00
2275,BARREL-PISTOL(.38 SUPER),00
2213,BARREL-PISTOL(.40 S&W),00
3526,BARREL-PISTOL(.41 ACTION EXPRE,00
2405,BARREL-PISTOL(.44 MAG),00
2139,BARREL-PISTOL(.45 ACP),00
3617,BARREL-PISTOL(.45-70 GOVERNMEN,00
3557,BARREL-PISTOL(.4MM FLOBERT),00
2477,BARREL-PISTOL(6.35MM BROWNING,00
2443,BARREL-PISTOL(6.5 GREN (6.5X39,00
2408,BARREL-PISTOL(7.62MM TOKAREV),00
3572,BARREL-PISTOL(7.65MM),00
3096,BARREL-PISTOL(7MM BENCH REM),00
2277,BARREL-PISTOL(7MM TCU),00
2137,BARREL-PISTOL(9MM PAR (9X19MM),00
2138,BARREL-PISTOL(9MM SHORT),00
3685,BARREL-PISTOL(9X21MM),00
2478,BARREL-REVOLVER(.22),00
3714,BARREL-REVOLVER(.32 S&W (.32 S,00
2143,BARREL-REVOLVER(.357 MAG),00
2142,BARREL-REVOLVER(.38 SPL),00
3301,BARREL-REVOLVER(.44 MAG),00
2476,BARREL-REVOLVER(.455),00
3093,BARREL-REVOLVER(9MM PAR),00
2387,BARREL-RIFLE(.17 HORNADY MACH,00
2386,BARREL-RIFLE(.17 HORNADY MAG,00
3688,BARREL-RIFLE(.17 HORNET),00
2390,BARREL-RIFLE(.204 RUGER),00
3641,BARREL-RIFLE(.22 BR REM),00
3625,BARREL-RIFLE(.22 CREEDMOOR),00
3682,BARREL-RIFLE(.22 DASHER),00
3592,BARREL-RIFLE(.22 GT),00
2547,BARREL-RIFLE(.22 HORNET),00
2243,BARREL-RIFLE(.22 SHORT/LONG/LR,00
2431,BARREL-RIFLE(.22 WIN MAG RIM),00
2339,BARREL-RIFLE(.22-250 ACKLEY IM,00
3012,BARREL-RIFLE(.22-250 REM),00
2268,BARREL-RIFLE(.222 REM),00
2253,BARREL-RIFLE(.223 REM),00
3551,BARREL-RIFLE(.223 WYLDE),00
3084,BARREL-RIFLE(.224 WBY MAG),00
3612,BARREL-RIFLE(.243 ACKLEY IMP),00
2170,BARREL-RIFLE(.243 WIN),00
3651,BARREL-RIFLE(.25 CREEDMOOR),00
3635,BARREL-RIFLE(.25-06 AI),00
3011,BARREL-RIFLE(.25-06 REM),00
2334,BARREL-RIFLE(.250 SAVAGE (250-,00
3089,BARREL-RIFLE(.257 KOEVOET),00
3719,BARREL-RIFLE(.257 ROBERTS),00
3481,BARREL-RIFLE(.260 LAZER),00
2323,BARREL-RIFLE(.260 REM),00
2337,BARREL-RIFLE(.264 WIN MAG),00
2254,BARREL-RIFLE(.270 WIN),00
3197,BARREL-RIFLE(.270WSM),00
3310,BARREL-RIFLE(.275 RIGBY),00
3639,BARREL-RIFLE(.28 NOSLER),00
3656,BARREL-RIFLE(.280 ACKLEY),00
2300,BARREL-RIFLE(.284 WIN),00
3442,BARREL-RIFLE(.30 HART),00
3129,BARREL-RIFLE(.30-.378 WBY MAG),00
3081,BARREL-RIFLE(.30-06 SPRING),00
2446,BARREL-RIFLE(.300 BLACKOUT),00
3460,BARREL-RIFLE(.300 BLASER MAG),00
2169,BARREL-RIFLE(.300 H&H MAG),00
3670,BARREL-RIFLE(.300 NORMA MAG IM,00
3370,BARREL-RIFLE(.300 NORMA MAG),00
3573,BARREL-RIFLE(.300 PRC),00
3085,BARREL-RIFLE(.300 WBY MAG),00
2281,BARREL-RIFLE(.300 WIN MAG),00
2370,BARREL-RIFLE(.300 WIN SHORT MA,00
3243,BARREL-RIFLE(.303 BRIT (BLANK),00
3054,BARREL-RIFLE(.303 BRIT),00
3395,BARREL-RIFLE(.303 EPPS),00
3528,BARREL-RIFLE(.308 WIN MATCH),00
2184,BARREL-RIFLE(.308 WIN),00
3567,BARREL-RIFLE(.309 JDJ),00
2374,BARREL-RIFLE(.318 RIMLESS NITR,00
2524,BARREL-RIFLE(.333 JEFFREY),00
3459,BARREL-RIFLE(.338 BLASER MAG),00
2288,BARREL-RIFLE(.338 LAPUA MAG),00
3542,BARREL-RIFLE(.338 NORMA MAG),00
2548,BARREL-RIFLE(.338 REM ULTRA MA,00
2298,BARREL-RIFLE(.338 WIN MAG),00
3163,BARREL-RIFLE(.350 RIGBY MAG),00
2472,BARREL-RIFLE(.358 NORMA MAG),00
3458,BARREL-RIFLE(.375 BLASER MAG),00
3073,BARREL-RIFLE(.375 CHEY TAC),00
2207,BARREL-RIFLE(.375 H&H MAG (9.5,00
3082,BARREL-RIFLE(.375 RUGER),00
3623,BARREL-RIFLE(.375 WIN SHORT MA,00
2379,BARREL-RIFLE(.400 H & H MAG),00
2375,BARREL-RIFLE(.404 JEFFERY),00
3576,BARREL-RIFLE(.405 WIN),00
2430,BARREL-RIFLE(.408 CHEY TAC),00
3624,BARREL-RIFLE(.416 BARRETT),00
2156,BARREL-RIFLE(.416 REM MAG),00
2297,BARREL-RIFLE(.416 RIGBY),00
2357,BARREL-RIFLE(.416 TAYLOR),00
2331,BARREL-RIFLE(.450 RIGBY),00
3114,BARREL-RIFLE(.450/400 MAG NE),00
2246,BARREL-RIFLE(.458 LOTT),00
3247,BARREL-RIFLE(.458 SOCOM),00
3065,BARREL-RIFLE(.458 WIN MAG),00
2244,BARREL-RIFLE(.460 WBY MAG),00
2489,BARREL-RIFLE(.470 NITRO EXPRES,00
3556,BARREL-RIFLE(.4MM FLOBERT),00
2135,BARREL-RIFLE(.50 BMG(12.7X99)),00
2287,BARREL-RIFLE(.500 JEFFERY),00
2396,BARREL-RIFLE(.500 NITRO EXPRE,00
3125,BARREL-RIFLE(.500/416 NE),00
2299,BARREL-RIFLE(.505 GIBBS),00
2320,BARREL-RIFLE(.577 NITRO EXPRE,00
3140,BARREL-RIFLE(.577/450 MAR HEN),00
3337,BARREL-RIFLE(.600 NITRO EXP),00
3674,BARREL-RIFLE(10MM AUTO),00
2483,BARREL-RIFLE(12.7X99 (.50BMG),00
3662,BARREL-RIFLE(25X47 LAPUA),00
3470,BARREL-RIFLE(33XC),00
3475,BARREL-RIFLE(37XC),00
2215,BARREL-RIFLE(5.56X45MM),00
3092,BARREL-RIFLE(6.5 CREEDMOOR),00
3574,BARREL-RIFLE(6.5 PRC),00
3117,BARREL-RIFLE(6.5 REM MAG),00
3537,BARREL-RIFLE(6.5 SAUM),00
3121,BARREL-RIFLE(6.5-.284 NORMA),00
2171,BARREL-RIFLE(6.5-06 A-SQUIRE),00
3152,BARREL-RIFLE(6.5-300 WBY MAG),00
3512,BARREL-RIFLE(6.5MM CREEDMOOR),00
3499,BARREL-RIFLE(6.5MM GAP 4S),00
3707,BARREL-RIFLE(6.5MM PRC),00
2525,BARREL-RIFLE(6.5X47 LAPUA),00
2158,BARREL-RIFLE(6.5X55MM SWEDISH,00
2321,BARREL-RIFLE(6.5X57MM MAUSER),00
2335,BARREL-RIFLE(6.5X68MM RWS),00
3099,BARREL-RIFLE(6MM AI),00
3603,BARREL-RIFLE(6MM ARC),00
3276,BARREL-RIFLE(6MM BR),00
3513,BARREL-RIFLE(6MM CREEDMOOR),00
3444,BARREL-RIFLE(6MM DASHER),00
3586,BARREL-RIFLE(6MM GT),00
3091,BARREL-RIFLE(6MM MUSGRAVE),00
2172,BARREL-RIFLE(6MM PPC),00
3083,BARREL-RIFLE(6MM REM),00
3711,BARREL-RIFLE(6MM SHERMAN SHORT,00
3246,BARREL-RIFLE(6MM SUPER LR ),00
3064,BARREL-RIFLE(6MM XC),00
3170,BARREL-RIFLE(6MM-.284),00
2271,BARREL-RIFLE(6X45MM),00
3652,BARREL-RIFLE(6X47 LAPUA),00
2208,BARREL-RIFLE(7 X 64),00
3689,BARREL-RIFLE(7-30 WATERS),00
3647,BARREL-RIFLE(7-6.5 PRCW),00
3325,BARREL-RIFLE(7.5X55 SWISS),00
2514,BARREL-RIFLE(7.62MM (.30)),00
2521,BARREL-RIFLE(7.62X39MM),00
3214,BARREL-RIFLE(7.62X40 WT),00
3241,BARREL-RIFLE(7.62X51MM (BLANK),00
2520,BARREL-RIFLE(7.62X51MM),00
3041,BARREL-RIFLE(7.65X53MM ARGENTI,00
3095,BARREL-RIFLE(7MM BENCH REM),00
3289,BARREL-RIFLE(7MM BLAS MAG),00
3640,BARREL-RIFLE(7MM LRM),00
3589,BARREL-RIFLE(7MM PRC),00
2333,BARREL-RIFLE(7MM REM MAG),00
2996,BARREL-RIFLE(7MM RSAUM),00
2998,BARREL-RIFLE(7MM SHEHANE),00
3063,BARREL-RIFLE(7MM WSM),00
2369,BARREL-RIFLE(7MM-08 REM),00
3037,BARREL-RIFLE(7X57 MAUSER),00
3161,BARREL-RIFLE(7X64MM BREN),00
2447,BARREL-RIFLE(7X65R MM BRENNEKE,00
3718,BARREL-RIFLE(8.5X55 BLASER),00
2376,BARREL-RIFLE(8MM-06),00
3203,BARREL-RIFLE(8X57 IS MAU),00
3135,BARREL-RIFLE(8X57 J MAUSER),00
3133,BARREL-RIFLE(8X57 JRS MAUSER),00
3134,BARREL-RIFLE(8X57 JS MAUSER),00
3136,BARREL-RIFLE(8X57 S MAUSER),00
2336,BARREL-RIFLE(8X60MM S),00
2359,BARREL-RIFLE(8X68MM S),00
2157,BARREL-RIFLE(9.3X62MM MAUSER),00
2241,BARREL-RIFLE(9.3X64MM BRENNEKE,00
3621,BARREL-RIFLE(9.3X66MM).370 SAK,00
2406,BARREL-RIFLE(9.3X74R MM),00
3097,BARREL-RIFLE(9MM PAR),00
2496,BARREL-SHOTGUN (28 GA),00
2206,BARREL-SHOTGUN(.410 BORE),00
2199,BARREL-SHOTGUN(10 GA),00
2200,BARREL-SHOTGUN(12 GA),00
2201,BARREL-SHOTGUN(14 GA),00
2202,BARREL-SHOTGUN(15 GA),00
2203,BARREL-SHOTGUN(16 GA),00
2204,BARREL-SHOTGUN(18 GA),00
2205,BARREL-SHOTGUN(20 GA),00
3066,BARREL-SHOTGUN(6 GA),00
3611,BOLT KNOB,00
2795,CAP&BALL (.28) REV,00
2591,CAP&BALL (.31) REV,00
2594,CAP&BALL (.31) RIFLE,00
2592,CAP&BALL (.36) REV,00
2595,CAP&BALL (.36) RIFLE,00
2751,CAP&BALL (.42) REV,00
2593,CAP&BALL (.44) REV,00
2596,CAP&BALL (.44) RIFLE,00
2598,CAP&BALL (.45) REV,00
2597,CAP&BALL (.45) RIFLE,00
3436,CAP&BALL (.50) RIFLE,00
3338,CAP&BALL (.58) REV,00
3570,FLARE GUN,00
2055,FRAME (PISTOL),00
2059,FRAME (REVOLVER),00
3105,FRAME (RIFLE),00
3563,FRAME (SHOTGUN),00
3380,JAKKALSKANON/TRAPGUN(.38 SPL),00
3291,JAKKALSKANON/TRAPGUN(12GA),00
3339,MUZZLE LOADER (.10),00
3139,MUZZLE LOADER (.400),00
3643,MUZZLE LOADER (.44),00
3248,MUZZLE LOADER (.44),00
3650,MUZZLE LOADER (.45),00
3277,MUZZLE LOADER (.45),00
3340,MUZZLE LOADER (.45),00
3141,MUZZLE LOADER (.450),00
3278,MUZZLE LOADER (.50),00
3186,MUZZLE LOADER (.50),00
3322,MUZZLE LOADER (.54),00
3262,MUZZLE LOADER (.577),00
3297,MUZZLE LOADER (.58),00
3341,MUZZLE LOADER (.72),00
3705,MUZZLE LOADER (.75),00
3295,MUZZLE LOADER (.84),00
3296,MUZZLE LOADER (.86),00
3143,MUZZLE LOADER (12 GA),00
3142,MUZZLE LOADER (16 GA),00
3204,POWERHEAD (.223 REM),00
2384,POWERHEAD (.303 BRIT),00
3205,POWERHEAD (.38 SPL / .357 MAG),00
3206,POWERHEAD (.410 BORE),00
3207,POWERHEAD (.44 MAG),00
3208,POWERHEAD (12GA),00
1910,PRIMERS,00
3355,PROOF BARREL(.22-250 REM),00
3361,PROOF BARREL(.222 REM),00
3362,PROOF BARREL(.223 REM),00
3408,PROOF BARREL(.243 WIN),00
3349,PROOF BARREL(.270 WIN),00
3358,PROOF BARREL(.30-06 SPRING),00
3411,PROOF BARREL(.300 H & H MAG ),00
3293,PROOF BARREL(.300 WIN MAG),00
3320,PROOF BARREL(.303 BRIT),00
3360,PROOF BARREL(.308 WIN),00
3366,PROOF BARREL(.357 MAG),00
3363,PROOF BARREL(.375 H&H MAG),00
3321,PROOF BARREL(.38 S&W),00
3348,PROOF BARREL(.38 SPECIAL),00
3346,PROOF BARREL(.40 S&W),00
3344,PROOF BARREL(.44 MAG),00
3347,PROOF BARREL(.45 ACP),00
3356,PROOF BARREL(.458 WIN MAG),00
3352,PROOF BARREL(12.7X77MM),00
3413,PROOF BARREL(12.7X99 (.50BMG),00
3318,PROOF BARREL(5.56X45MM),00
3343,PROOF BARREL(6.35 BROWNING),00
3350,PROOF BARREL(6MM MUSGRAVE),00
3351,PROOF BARREL(7.62X39MM),00
3319,PROOF BARREL(7.62X51MM),00
3410,PROOF BARREL(7.65MM (.32ACP)),00
3367,PROOF BARREL(7MM REM MAG),00
3353,PROOF BARREL(7X57MM MAUSER),00
3354,PROOF BARREL(7X64MM BREN),00
3412,PROOF BARREL(9.3X62MM MAUSER ),00
3345,PROOF BARREL(9MM PAR),00
3359,PROOF BARREL(9MM SHORT),00
2056,RECEIVER(RIF/S/LCARB),00
2060,RECEIVER(SHOTGUN),00
1802,STARTERS PISTOL,00
3426,STARTERS REVOLVER,00
